AMB_TEMP,CH4,CO,NMHC,NO,NO2,NOx,O3,PM10,RAINFALL,RH,SO2,THC,WD_HR,WIND_DIREC,WIND_SPEED,WS_HR,PM2.5
15.9,2.31,0.52,0.39,9,33.1,42.2,1.2,105,0,88,3.1,2.7,17,17,1.7,5,57
15.4,2.26,0.48,0.3,8.7,30.5,39.1,0.5,96,0,90,3.2,2.55,18,18,1.8,6.6,62
15.3,2.2,0.51,0.27,9.1,31.1,40.2,0.5,92,0,91,3.8,2.47,18,18,1.8,8.3,54
15.4,2.3,0.67,0.41,20.5,32.4,52.9,1,104,0,90,5,2.71,18,18,1.7,9.8,45
15.4,2.28,0.75,0.44,24.8,32.7,57.5,1,100,0,89,4.9,2.72,18,18,1.7,11.3,47
15.1,2.29,0.78,0.42,24.7,27.5,52.2,2.6,90,0,89,4.4,2.7,17,17,1.8,13.4,57
16.6,2.16,0.9,0.41,27.1,31.7,58.8,8.1,95,0,83,6.1,2.57,17,17,1.9,15.2,61
18.8,2.12,0.7,0.38,17.2,32.7,49.9,18.9,103,0,71,5.5,2.5,24,24,2.2,1.9,58
21.4,2.08,0.66,0.34,8.9,28.7,37.6,38.5,94,0,59,4.4,2.41,352,329,2.2,1.4,49
23.7,1.95,0.49,0.2,4.4,17.6,22,63,83,0,48,3.2,2.15,353,12,2.1,2,45
25.2,1.93,0.45,0.14,2.9,11.9,14.7,73.9,67,0,42,2.5,2.07,8,6,1.8,1.3,39
25.1,1.94,0.39,0.12,2.6,12.7,15.3,71.3,69,0,51,3,2.06,293,282,2.9,1.9,43
24.1,1.89,0.33,0.11,2.7,12.8,15.5,72.9,70,0,56,3.4,2,311,316,3.7,2.4,33
23.2,1.89,0.35,0.1,2.5,13.2,15.7,72.8,71,0,60,3.5,1.99,318,332,2.8,2.4,37
22.3,1.88,0.39,0.12,2.5,14.9,17.4,67.1,67,0,63,3.6,2,341,338,2.8,2.4,26
21,1.89,0.55,0.19,2.2,19.7,21.9,53.9,87,0,70,3.2,2.08,345,353,2.2,1.9,36
19.7,1.91,0.62,0.22,2,23.2,25.2,42.6,88,0,77,2.5,2.13,352,347,1.5,1.6,35
18.7,1.94,0.52,0.18,1.9,21.8,23.8,39.1,86,0,81,2.1,2.12,6,4,2.4,1.7,31
17.9,1.95,0.41,0.16,2.1,16.1,18.1,41.6,88,0,83,1.9,2.11,7,5,2.4,2.2,31
17.2,1.95,0.46,0.17,2,17.9,19.9,33.9,93,0,87,2.1,2.12,14,15,1.9,1.6,31
16.9,1.98,0.49,0.25,2.2,20.6,22.8,26.9,91,0,88,2.4,2.23,15,15,2.2,1.9,40
16.5,1.99,0.43,0.24,2,21.7,23.7,23.2,95,0,90,2.6,2.23,21,31,1.4,1.5,42
16.3,2.03,0.44,0.2,2,21.8,23.8,19.6,96,0,91,3.1,2.23,25,19,1.8,1.6,43
16.3,2.12,0.53,0.23,1.2,27.2,28.4,12.5,106,0,91,2.5,2.36,28,2,1.1,1,50
16.2,2.19,0.5,0.34,1.5,29.1,30.7,7.2,103,0,91,2.7,2.53,21,32,1.4,1.5,56
15.9,2.23,0.52,0.38,1.4,29.2,30.5,6.2,118,0,93,3.2,2.61,20,11,1.6,1.7,62
15.6,2.2,0.49,0.24,1.4,24.9,26.3,8.5,121,0,94,2.8,2.44,23,28,1.7,1.6,65
15.1,2.13,0.47,0.23,1.2,23.2,24.4,8.8,103,0,95,1.7,2.36,25,20,2,2,67
14.9,2.17,0.48,0.18,1.7,20.7,22.3,9.4,83,0,97,1.4,2.35,20,27,2.2,1.8,63
15.3,2.09,0.64,0.24,4.5,23.4,27.9,8.5,86,0,97,1.4,2.32,25,24,2.1,1.9,52
15.9,2.04,0.76,0.26,10.8,26.5,37.3,10.1,121,0,97,1.7,2.3,21,19,2.1,1.7,54
17.4,2.06,0.72,0.38,14.7,27.6,42.3,17.7,137,0,92,2.5,2.44,16,15,2.6,2.2,71
20.4,2.05,0.71,0.36,9.8,26.5,36.3,31.8,121,0,77,2.8,2.41,12,14,2.4,2.1,85
23.8,1.98,0.62,0.24,5.4,22.8,28.2,46.7,108,0,58,2.5,2.22,358,343,2.2,1.9,76
25.9,1.92,0.46,0.14,3.3,13.2,16.5,60,68,0,45,2.1,2.06,354,347,2.8,2.2,61
26.8,1.91,0.41,0.1,2.1,10.2,12.4,63.9,63,0,46,2,2.01,338,308,3.3,2.2,43
26.3,1.93,0.48,0.12,2.1,13.7,15.8,70.5,85,0,54,3,2.05,313,312,3.1,2.4,47
25.4,1.91,0.52,0.13,2.2,16.4,18.6,68.9,88,0,56,3.5,2.04,328,339,3.2,2.5,45
24.6,1.89,0.56,0.16,1.9,17.3,19.2,60.9,71,0,54,3,2.06,337,339,1.9,2,51
23.4,1.9,0.77,0.24,1.5,25.2,26.7,49.1,67,0,57,3.4,2.14,340,340,1.8,2,40
22.2,1.93,1,0.33,1.3,34.9,36.2,36.7,72,0,63,3.3,2.25,350,4,1.3,1.2,37
21.6,2,1.31,0.47,1.2,46,47.2,22.5,93,0,68,3.5,2.46,24,22,1.4,1,38
21.6,2.04,1.15,0.48,1.4,46.2,47.6,17.6,97,0,66,4.1,2.52,38,70,0.7,1,46
21.4,2.15,1.51,0.65,5.5,59.1,64.6,2.9,110,0,67,4.3,2.81,94,59,0.7,0.4,58
21.3,2.21,1.5,0.65,14.9,58.3,73.1,1.5,118,0,68,4.4,2.86,119,100,1,0.5,61
21.3,2.11,0.81,0.39,2.3,39.7,42.1,19,102,0,66,3.5,2.5,131,135,1.3,0.9,62
21.3,2.12,0.59,0.24,1.5,27.1,28.5,36.7,75,0,66,2.7,2.36,124,121,0.7,0.9,59
20.9,2.13,0.57,0.25,0.8,26.8,27.6,31,78,0,68,3.7,2.38,136,93,0.6,0.5,51
20.7,2.12,0.55,0.29,0.8,26.8,27.6,28.6,83,0,69,3.9,2.41,120,117,0.9,0.9,46
20.8,2.05,0.47,0.23,0.8,20.3,21.1,35.6,75,0,68,4.2,2.28,95,79,1,0.9,42
21,2.03,0.45,0.2,0.8,17.7,18.4,37.7,70,0,67,3.8,2.23,99,54,0.8,0.9,42
20.7,2.06,0.5,0.21,0.7,19,19.7,34.1,72,0,67,3.7,2.27,70,53,0.8,0.7,47
20.7,2.09,0.66,0.26,0.6,23.5,24.1,26.7,71,0,67,3.4,2.35,34,58,0.9,0.6,36
21.1,2.03,0.81,0.31,2,30.7,32.7,20.9,60,0,63,3.2,2.34,30,45,1.7,1.1,32
22.3,1.96,0.96,0.38,4.2,32.1,36.3,25,58,0,58,3.8,2.33,22,88,1.2,0.8,28
24.8,1.93,0.92,0.32,5.9,30.5,36.4,39.5,59,0,50,3.7,2.25,28,38,1.6,0.6,27
26.3,1.94,0.65,0.19,3.3,21.4,24.6,56.2,77,0,48,4.1,2.13,317,319,3.3,2,36
25.7,1.97,0.56,0.13,1.7,17.5,19.2,63.4,78,0,58,4.5,2.1,319,334,2.1,2.2,34
26.7,1.93,0.5,0.11,1.5,14.9,16.5,69.9,67,0,55,4.6,2.04,320,328,2.4,1.7,42
27.6,1.92,0.47,0.09,1.3,11.9,13.3,76.7,54,0,51,3.8,2.01,312,309,4,2.9,43
27.6,1.91,0.44,0.1,1.1,11.9,12.9,78.6,1000,0,53,3.3,2.01,306,305,3.6,2.8,43
27.2,1.9,0.44,0.1,1,12.8,13.7,72.3,65,0,57,3.4,1.99,313,320,3.4,2.9,27
25.9,1.86,0.41,0.09,1,15.9,16.9,61.9,57,0,63,5.2,1.94,338,325,3.1,2.9,22
24.6,1.86,0.53,0.13,0.8,14.3,15.1,60.7,48,0,64,3,1.99,346,357,2.1,2.4,17
23.6,1.87,0.53,0.14,0.3,19.3,19.7,50.8,47,0,68,3.7,2.01,2,5,2.3,2.2,30
23.2,1.91,0.52,0.15,0.7,21.7,22.4,45.4,56,0,68,3.5,2.06,3,16,1.8,1.9,25
22.9,1.93,0.49,0.16,0.6,23.6,24.3,40.7,52,0,67,3.3,2.09,10,6,3,2.2,22
22.4,1.91,0.41,0.1,0.6,17.6,18.1,43.5,48,0,63,3.9,2,13,12,3,2.9,25
21.7,1.93,0.41,0.1,0.6,17.7,18.2,41.1,49,0,63,3.9,2.03,11,13,2.3,2.2,34
21.1,1.96,0.4,0.08,0.8,16.3,17.1,37.6,60,0,67,4,2.04,16,18,2.8,2.6,32
20.2,2.02,0.4,0.09,0.6,14.1,14.6,34,64,0,75,3.4,2.1,13,10,2.8,2.2,32
18.7,1.98,0.47,0.1,1.3,14.6,16,26.8,65,0,81,3.3,2.08,13,17,3.1,3.2,31
17.7,2.01,0.51,0.11,1,15.8,16.8,26,75,0,81,3.4,2.12,14,6,3.7,2.5,31
17,2.02,0.57,0.11,1.1,14.6,15.8,27.8,66,0,81,2.9,2.12,13,13,2.8,2.8,23
16.6,2.01,0.59,0.09,1,12.4,13.4,29.7,52,0,79,2.7,2.1,11,8,3.5,2.7,16
16.2,2,0.58,0.09,0.9,12.4,13.2,28.3,57,0,78,2.7,2.09,7,6,3.5,2.8,19
15.9,2,0.56,0.1,0.9,13.3,14.1,26.7,47,0,77,2.4,2.1,13,13,2.5,2.6,15
16,1.98,0.53,0.1,1.7,13.5,15.1,28.6,43,0,75,2.2,2.08,10,18,3.5,2.7,15
16.8,1.97,0.53,0.11,2.6,14,16.6,29.7,44,0,72,2.3,2.08,7,5,2.4,2.7,8
18,1.95,0.52,0.11,3,13,16,32.3,51,0,68,2.4,2.06,10,25,4.2,3.2,12
19.2,1.94,0.54,0.12,3.6,13.8,17.3,33.6,73,0,63,2.8,2.06,9,2,3.2,3,14
19.9,1.94,0.55,0.12,3.8,15.3,19.1,35.8,87,0,61,2.9,2.06,3,7,4.3,3.4,15
20.8,1.94,0.57,0.11,4.3,15.4,19.8,38.7,131,0,58,3.7,2.05,5,9,4,3.4,20
21.1,1.94,0.57,0.12,3.8,15.5,19.3,45,99,0,58,3,2.06,5,349,3.3,3.2,21
21.9,1.94,0.58,0.14,2.7,16.3,19,52.9,104,0,56,3,2.09,7,1,3.4,2.5,27
22.1,1.95,0.6,0.18,2.2,17.1,19.3,59,105,0,57,2.8,2.13,29,28,2.2,2.1,30
21.6,1.96,0.63,0.22,1.7,19.3,21,58.7,101,0,59,2.8,2.18,24,350,1.7,1.6,36
20.9,1.99,0.79,0.22,1.4,23.5,24.9,43.4,108,0,61,2.7,2.21,343,345,2.2,2.3,40
19.9,2,0.83,0.23,1.5,25.1,26.6,32.2,110,0,65,2.6,2.23,4,353,2.4,1.9,39
19.3,2.02,0.79,0.18,1.3,23.3,24.5,28,101,0,67,2.6,2.2,7,19,2.5,1.8,44
18.9,2.02,0.71,0.17,1.4,21.7,23.2,27.8,93,0,68,2.8,2.19,10,14,2.1,2.1,38
18.4,2.03,0.77,0.19,1.6,28.4,30,14.6,87,0,71,4.2,2.22,10,12,1.9,1.9,37
18,2.03,0.73,0.17,1.8,27.3,29.1,11.7,68,0,73,4.3,2.2,10,22,2,1.9,28
17.7,2.04,0.68,0.18,1.5,25.7,27.2,10.9,64,0,75,4.2,2.22,18,15,1.8,1.4,32
17.5,2.08,0.69,0.17,1.4,27.6,29,7.4,69,0,76,4.2,2.25,13,13,1.2,1.3,32
17.4,2.1,0.7,0.18,0.9,31.3,32.2,5.4,69,0,76,4.4,2.29,22,29,2,1.4,35
17.1,2.12,0.72,0.26,1.3,31.9,33.2,3.4,73,0,76,4.5,2.38,31,27,2.4,1.8,36
16.8,2.12,0.75,0.23,1.3,30.9,32.2,2.9,63,0,77,4.4,2.34,15,16,2.5,2,37
16.4,2.11,0.78,0.25,1.3,29.1,30.3,4.1,65,0,78,4,2.36,21,15,2.4,2.4,28
16.4,2.17,0.88,0.22,2.4,30.7,33.1,3.4,65,0,79,3.7,2.38,21,18,1.6,1.7,33
16.4,2.22,0.88,0.28,6.9,31.8,38.7,1.3,80,0,80,3.8,2.5,18,10,1.9,1.6,39
16.7,2.17,0.79,0.25,9.2,26.2,35.3,5.5,73,0,78,3.8,2.42,12,7,2.4,2,44
18,2.1,0.84,0.26,10.3,26,36.3,12.5,72,0,73,3.8,2.36,11,11,1.5,1.7,41
20.3,2.07,0.93,0.3,11.4,28.7,40,23.6,85,0,65,4.5,2.37,25,20,2.1,1.6,41
22.1,2.03,0.81,0.23,5.1,24.6,29.7,45.1,102,0,61,3.8,2.26,8,13,1.5,1.8,53
23.9,2.01,0.72,0.18,2.8,19.5,22.3,65.8,103,0,59,3.9,2.19,318,288,2.1,1.1,64
24.8,1.94,0.53,0.1,0.8,12,12.8,80.9,76,0,57,3.7,2.04,294,260,1.9,1,60
25.6,1.93,0.51,0.09,0.6,11.1,11.6,82.4,70,0,56,3.3,2.03,305,274,2.4,1.3,51
25.5,1.93,0.5,0.09,0.6,11.6,12.2,77.3,78,0,59,3.1,2.02,314,272,3.2,2.3,36
24.4,1.9,0.44,0.08,0.8,10.5,11.3,69.6,76,0,65,2.4,1.98,284,267,3.2,2.6,32
23.1,1.9,0.49,0.09,0.5,10.9,11.5,71.1,72,0,70,2.5,1.98,291,325,2,2,30
22,1.91,0.57,0.12,0.3,14.7,15.1,66.6,81,0,75,2.5,2.03,309,337,1.9,1.6,37
21.2,1.92,0.69,0.16,0.3,19,19.3,58.3,91,0,79,2.4,2.08,2,12,1.7,1.6,37
20.6,1.94,0.64,0.16,0.3,20.2,20.7,55.1,96,0,80,2.6,2.1,28,33,1.5,1.8,41
20.4,2.02,0.79,0.22,0.3,29.6,29.9,34.6,109,0,82,3.4,2.23,22,34,1.5,1.5,47
20.3,2.07,0.82,0.23,0.3,32.7,33.1,28.4,123,0,83,2.7,2.3,50,49,1,1.1,56
20.2,2.11,0.93,0.28,1,37.1,38.1,19.4,129,0,83,2.7,2.39,26,18,1.5,1.1,64
19.6,2.15,0.82,0.31,0.6,28.9,29.5,22.9,131,0,85,3,2.46,26,35,1.6,1.5,73
19.3,2.22,0.8,0.25,0.6,30.6,31.1,17.1,132,0,86,2.8,2.47,59,61,1,1.1,72
19.3,2.22,0.75,0.28,1.2,26.6,27.8,17,122,0,86,2.6,2.5,46,45,0.8,0.7,73
19.3,2.23,0.72,0.3,1.5,25.2,26.6,15.4,126,0,86,2.2,2.53,38,88,0.6,0.5,66
19.2,2.23,0.63,0.26,1.4,21.1,22.6,19.9,104,0,86,2,2.49,79,87,1,0.8,75
19.1,2.14,0.52,0.19,1.2,14.6,15.8,25.7,85,0,86,1.8,2.32,73,88,1.2,1.1,66
19.1,2.14,0.56,0.19,1.1,13.5,14.5,27.9,77,0,85,1.9,2.33,58,46,1.1,1,60
19.1,2.18,0.72,0.25,1,19.1,20.1,22.3,74,0,84,2,2.42,71,97,1.1,0.9,45
19.9,2.1,0.72,0.22,1.5,17.6,19.1,28.4,69,0,80,2,2.32,82,98,0.8,1,42
21.9,2.07,0.9,0.28,3.2,21.7,24.8,31.3,63,0,71,2.4,2.35,99,97,1.8,1.3,36
25.8,1.93,0.52,0.16,3,14.8,17.8,43.8,57,0,61,2.7,2.09,144,153,1.7,1.7,34
28.4,1.84,0.26,0.05,1.8,7.3,9.1,49.8,68,0,53,1.9,1.89,166,174,3.3,2.7,21
29.2,1.84,0.37,0.07,1.3,9,10.3,57.7,74,0,53,3.8,1.91,179,190,2.9,2.6,17
28.9,1.8,0.25,0.05,1.7,10.1,11.8,45.3,122,0,58,2.9,1.85,204,213,3.8,3.2,9
27.1,1.79,0.2,0.03,1.7,8.9,10.6,36.7,66,0,67,2,1.82,205,208,3.6,3,10
25.8,1.79,0.2,0.03,1.3,7,8.3,38.8,45,0.2,73,2.3,1.82,197,189,2.6,2.9,10
23.4,1.8,0.26,0.05,1.5,9.3,10.9,31.8,20,0.8,85,1.9,1.85,188,192,0.8,1.4,9
25.1,1.82,0.33,0.06,1.8,11.3,13.1,33,31,0,85,2.5,1.88,186,192,1.1,1.1,14
25.1,1.81,0.33,0.07,1,9.6,10.6,33.1,41,0,84,2,1.87,198,198,1.6,1.7,13
24.3,1.81,0.38,0.08,1,13.9,14.9,26,45,0,88,1.8,1.89,197,196,1.5,1.3,19
23.9,1.87,0.41,0.1,1.1,17.8,18.9,20.7,42,0,89,1.6,1.97,184,183,0.9,0.9,9
23.6,1.94,0.58,0.16,1.4,23.4,24.9,14.4,49,0,90,1.5,2.1,156,173,0.8,0.9,12
23.6,2.01,0.58,0.2,1.6,26,27.5,11,50,0,90,1.9,2.21,156,148,1,0.8,7
23.3,2.04,0.57,0.24,1.6,27.1,28.8,8.2,51,0,90,2.1,2.28,142,133,1.4,1.1,14
23.1,2.09,0.52,0.23,1.9,22.8,24.7,10.7,52,0,91,2,2.32,137,147,1,1,11
22.9,2.05,0.38,0.17,1.1,16.4,17.5,13.5,42,0,91,1.6,2.22,139,136,0.5,0.7,9
22.7,2.26,0.45,0.25,1.6,18.7,20.3,10.8,42,0,92,2.4,2.52,102,37,0.8,0.4,1
22.6,2.09,0.41,0.21,1.4,16.8,18.2,12.2,39,0,92,2.2,2.31,78,52,1,0.7,1
22.6,2.1,0.39,0.2,1.3,15,16.3,12,40,0,91,2.4,2.3,56,23,0.8,0.4,7
22.4,2.17,0.45,0.26,1.2,17.9,19.1,7.1,38,0,92,2.3,2.43,26,25,1.1,0.9,8
22.2,2.07,0.38,0.19,1.3,14.6,15.9,8,39,0,91,2.2,2.26,52,55,1,0.8,18
22.3,2.11,0.46,0.21,1.4,17.8,19.2,6.9,47,0,90,2.4,2.32,38,43,1.2,1.1,18
22.6,2.19,0.56,0.2,4.2,21.6,25.8,10.1,53,0,91,2.6,2.39,36,34,1.9,1.1,26
23.2,2.04,0.51,0.18,4.1,15.7,19.7,19.3,62,0,88,3.1,2.22,35,31,1.6,1.3,27
24.7,1.94,0.47,0.13,3.4,12.7,16.2,30.5,60,0,82,3.1,2.07,8,5,1.8,1.4,26
26.4,1.92,0.42,0.09,1.8,7.9,9.7,40.1,48,0,72,2.7,2.01,335,338,3.5,1.5,26
25.5,2.02,0.69,0.12,2.5,10.4,12.9,42.1,88,0,75,3.5,2.14,339,4,3.2,2.8,35
26.6,1.98,0.64,0.09,1.6,8.1,9.7,56.1,67,0,68,3.5,2.07,353,335,3,2.6,40
26.6,1.96,0.63,0.1,1.4,7.9,9.3,59.2,55,0,65,3.4,2.06,347,346,3,2.3,46
25.3,1.96,0.67,0.11,1,8.5,9.5,56.1,63,0,68,3.2,2.07,348,336,2.8,2.2,35
23.5,1.98,0.75,0.13,0.9,10.2,11.1,51.6,64,0.2,76,2.7,2.11,345,344,2.4,2.1,28
23,2,0.8,0.13,1.2,11.3,12.6,51.8,79,0,77,3.1,2.13,358,355,2.8,2.7,35
22.4,2.01,0.8,0.13,1.3,11.1,12.4,47.8,77,0,77,2.7,2.14,8,7,3,2.5,39
21.5,2.03,0.78,0.1,1.2,8.6,9.9,45,90,0,78,2.2,2.13,10,5,2.7,2.6,44
20.8,2.04,0.83,0.11,1.1,8.9,9.9,40.2,69,0,79,2.2,2.15,8,7,2.6,2.2,33
20.5,2.07,0.88,0.12,1.1,9.7,10.8,34.6,73,0,80,2.2,2.19,7,356,1.8,1.7,33
20,2.05,0.86,0.11,1.2,9.6,10.8,30.7,67,0,82,2.4,2.17,357,4,3.2,2.3,31
19.8,2.05,0.84,0.11,1,8.3,9.2,29.3,57,0,83,2.3,2.16,11,12,3.2,2.6,33
19.6,2.08,0.89,0.12,1.4,10.8,12.2,23,68,0,82,2.6,2.21,12,22,2.2,2.2,34
19.5,2.1,0.92,0.13,1.5,12.5,13.9,20.4,75,0,82,3.9,2.23,12,9,1.9,2,42
19.3,2.11,0.97,0.13,1.5,14.8,16.4,16.3,74,0,82,3.4,2.24,7,8,2.5,1.9,49
19,2.12,0.92,0.12,1.4,15,16.4,15.7,66,0,83,3.6,2.24,3,3,2.7,2.1,53
19,2.1,0.9,0.12,1.4,14.3,15.7,16.1,58,0,82,3.9,2.22,357,359,2.5,2.1,45
19,2.09,0.85,0.12,1.2,15.3,16.5,16.3,64,0,82,4.5,2.2,11,13,3.8,2.8,42
18.8,2.07,0.8,0.11,1.4,16,17.4,16.9,68,0,82,4.4,2.18,12,13,3.8,2.9,35
18.8,2.05,0.74,0.1,1.6,15.4,17,19.8,63,0,83,3.5,2.15,12,13,3.7,3,40
18.9,2.01,0.71,0.1,1.6,12.6,14.2,25.3,63,0,85,2.8,2.11,14,28,3,3,41
19.3,2,0.74,0.12,1.7,13.4,15.1,25.4,68,0,83,2.9,2.11,19,21,2.9,2.4,42
20.1,2.01,0.73,0.12,2.3,13.6,15.9,27.6,64,0,80,2.7,2.13,31,29,2.9,2.3,43
21.2,1.99,0.68,0.11,2.3,11.6,13.9,33.5,63,0,76,2.3,2.11,32,26,2.9,2.1,42
22.7,1.96,0.6,0.1,2.4,10.3,12.7,39.3,59,0,70,2.2,2.07,34,39,2.3,2.5,41
24.3,1.95,0.55,0.09,2.1,8.9,11,47,49,0,64,2.3,2.04,38,24,1.7,1,31
25,1.94,0.56,0.1,1.8,9.8,11.6,53.9,51,0,61,2.2,2.04,7,2,1.4,0.4,22
25.5,1.93,0.55,0.11,1.7,10.1,11.9,56.1,50,0,59,2.2,2.03,5,118,0.9,0.7,30
25.5,1.94,0.58,0.11,1.7,10.9,12.6,58.4,54,0,62,2.3,2.05,285,305,2.5,1.2,31
23.2,1.93,0.57,0.11,1.4,12.1,13.5,58.3,63,0,74,2.2,2.04,332,341,3.4,2.8,32
22.4,1.89,0.48,0.09,1.2,9,10.2,53.1,72,0,78,2,1.98,345,1,2.6,2.7,26
21.8,1.9,0.49,0.1,1,10.9,11.9,46.7,82,0,80,1.8,2,24,28,1.8,1.6,27
21.3,1.92,0.49,0.11,1.1,13.8,15,42.6,87,0,81,1.8,2.03,9,1,2.2,1.8,31
20.9,1.94,0.45,0.09,1.3,12.5,13.7,41.4,90,0,81,1.9,2.02,356,357,3.2,2.4,25
20.2,1.94,0.43,0.1,1.2,13.9,15.1,34.9,88,0,82,2.5,2.03,18,24,2.7,2.4,34
19.8,1.95,0.42,0.1,1.1,13.8,14.9,34,89,0,84,2.1,2.04,23,4,1.7,1.8,36
19.7,1.98,0.43,0.1,1.1,13.2,14.3,33.7,97,0,85,2,2.08,6,13,2.6,1.9,46
19.4,2,0.41,0.09,1.2,12.4,13.6,33.5,87,0,86,1.7,2.09,28,50,1.8,1.8,42
19.3,2.02,0.4,0.08,1.3,11.2,12.4,31.9,93,0,88,1.9,2.1,46,27,1.6,1.8,46
19,2.03,0.42,0.09,0.9,11.4,12.3,25.9,100,0,89,1.8,2.12,18,20,1.6,1.5,42
18.8,2.04,0.44,0.09,1,13,14,20.9,108,0,90,1.8,2.13,18,23,1.2,1.3,41
18.6,2.14,0.47,0.11,1.2,13,14.2,16.3,100,0,91,1.6,2.25,4,331,0.6,0.4,40
18.4,2.17,0.47,0.11,1.2,11.6,12.8,17.3,94,0,91,1.7,2.28,353,6,1.4,1.2,38
18.6,2.12,0.5,0.12,1.3,12.9,14.2,15.9,93,0,92,1.7,2.23,26,34,1.4,0.9,38
19.1,2.1,0.55,0.13,2.2,13.8,16.1,15.7,107,0,92,1.9,2.23,32,56,1.4,1.3,40
20.5,2.13,0.62,0.15,4.1,15.6,19.7,20.2,102,0,87,2.4,2.28,65,78,1.4,1.2,42
22.3,2.01,0.55,0.1,3.9,12.9,16.7,33.4,92,0,78,3.6,2.11,21,358,2.5,1.8,45
24.2,2,0.61,0.1,3.1,12,15.1,40.9,83,0,69,4.1,2.1,338,330,2.2,1.8,45
25.7,1.97,0.5,0.07,2.4,8.7,11.1,51.6,80,0,62,3.9,2.04,312,319,2.4,1.8,41
26.4,1.91,0.42,0.06,1.5,7.8,9.2,61.2,67,0,63,3.5,1.97,285,274,2.9,2.1,38
26.5,1.88,0.37,0.05,1.2,6.8,8,59.6,53,0,62,2.8,1.92,277,265,2.8,2.3,32
26,1.87,0.35,0.04,1.2,6.2,7.4,60.1,53,0,65,2.8,1.91,272,279,2.6,2.5,33
25.8,1.87,0.36,0.04,1.2,6.7,7.9,59.9,56,0,65,2.7,1.92,283,273,2.4,1.9,31
25.1,1.88,0.4,0.05,1.3,6.8,8,52.1,49,0,71,2.1,1.93,285,290,1.9,1.8,36
24.1,1.88,0.44,0.07,1.1,8.5,9.6,47.6,51,0,74,1.9,1.94,285,324,1.7,1.5,35
23.5,1.89,0.49,0.08,0.9,11,11.9,44.1,56,0,77,2,1.97,304,314,1.8,1.5,36
23.1,1.88,0.47,0.07,0.9,11.3,12.2,43.9,57,0,79,2,1.95,353,331,1.1,1.2,37
23,1.89,0.51,0.09,1.1,12.2,13.2,41.2,50,0,79,2,1.98,18,32,1,0.7,31
22.8,1.93,0.57,0.11,1,16.2,17.2,35.1,60,0,80,2,2.05,75,99,0.5,0.5,31
22.5,2.02,0.74,0.17,1.1,22.9,24,24.1,66,0,81,2.1,2.19,83,108,0.6,0.7,21
22.2,2.1,0.77,0.2,1.5,26,27.5,19.4,66,0,83,2.2,2.3,70,73,0.7,0.6,35
21.9,2.15,0.71,0.21,1.2,22.5,23.7,22.7,58,0,84,2.3,2.35,78,83,0.6,0.5,34
21.6,2.2,0.66,0.21,1.7,20.3,22,21.7,60,0,85,1.5,2.41,83,81,0.7,0.7,36
21.3,2.11,0.5,0.13,1.5,14.3,15.8,25.4,54,0,85,1.4,2.24,82,94,1.1,1,27
21,2.04,0.39,0.1,1.7,9.4,11,29.4,52,0,84,1.3,2.14,76,54,1.1,0.9,30
20.9,2.09,0.4,0.12,1.6,9.4,11,26.1,53,0,84,1.3,2.21,67,58,1,0.8,24
20.6,2.11,0.4,0.13,1.6,10.2,11.7,20.6,52,0,82,1.2,2.25,51,51,1.5,1.1,30
20.2,2.05,0.41,0.12,1.6,14.8,16.4,14.2,46,0,82,1.2,2.17,20,12,1.8,1.7,26
20.4,2.24,0.51,0.12,3.4,16.9,20.3,20.5,59,0,86,1.7,2.36,17,17,2.7,2.3,38
22.3,2.18,0.49,0.1,2.8,11.4,14.2,32.9,62,0,81,1.9,2.27,19,26,2.5,2.3,36
24.6,1.94,0.45,0.07,2.5,9.3,11.8,42.1,57,0,76,2,2.01,27,32,2.9,2.2,37
26.4,1.88,0.4,0.06,2.4,7.8,10.3,48.5,51,0,67,2.6,1.93,50,62,1.9,2.1,33
28.5,1.84,0.34,0.05,1.7,5.9,7.6,49.9,35,0,50,2.1,1.89,58,82,1.8,1.4,30
30,1.81,0.24,0.04,2.1,4.1,6.1,48.5,19,0,37,1.3,1.85,33,269,1.6,0.7,22
30.5,1.81,0.24,0.04,1.9,3.9,5.7,48.1,14,0,35,1.1,1.85,316,303,2.5,1.2,20
30.3,1.82,0.28,0.06,1.8,6.4,8.1,53.4,26,0,41,1.5,1.88,257,246,2.4,1.9,12
29,1.84,0.3,0.05,1.8,6.7,8.5,56.1,32,0,49,1.8,1.88,257,264,3,2.7,14
27.1,1.85,0.33,0.04,1.7,7.4,9.1,60.1,45,0,63,2.6,1.89,269,271,3.2,3.1,15
25.3,1.87,0.43,0.08,1.6,10.1,11.7,51.5,46,0,75,1.9,1.95,286,291,2.5,2.3,22
24.4,1.91,0.5,0.1,1.4,11.6,13,46.9,55,0,79,1.8,2.01,299,329,1.4,1.7,31
24.1,1.9,0.59,0.12,1.3,15.8,17.1,40.8,59,0,81,2.1,2.03,6,21,1.6,1.4,30
23.7,1.94,0.55,0.11,1.4,16,17.4,38.6,60,0,83,1.8,2.06,29,29,1.8,1.5,33
23.3,1.97,0.54,0.11,1.3,17.4,18.7,35.3,64,0,84,1.9,2.07,28,30,1.8,1.6,27
23,2.06,0.59,0.13,1.5,20.4,21.9,28.4,67,0,85,2.3,2.18,24,52,0.7,1.3,34
